  30  ,2178.0808 ,Fe I ,NJLT94
 150  ,2462.6472 ,Fe I ,NJLT94
  80  ,2465.1492 ,Fe I ,NJLT94
  40  ,2466.6713 ,Fe II,NLTH91
  40  ,2466.8194 ,Fe II,NLTH91
  60  ,2468.8799 ,Fe I ,NJLT94
  40  ,2469.5147 ,Fe II,NLTH91
  50  ,2470.6694 ,Fe II,NLTH91
  80  ,2472.3320 ,Fe I ,NJLT94
 100  ,2472.8713 ,Fe I ,NJLT94
  60  ,2474.8145 ,Fe I ,NJLT94
  40  ,2478.5722 ,Fe II,NLTH91
 120  ,2479.7764 ,Fe I ,NJLT94
  60  ,2480.1577 ,Fe II,NLTH91
  50  ,2482.1172 ,Fe II,NLTH91
  60  ,2482.6577 ,Fe II,NLTH91
1000 P,2483.2708 ,Fe I ,NJLT94
  30  ,2483.5334 ,Fe I ,NJLT94
 100  ,2484.1875 ,Fe I ,NJLT94
  40  ,2484.2446 ,Fe II,NLTH91
  80  ,2486.3728 ,Fe I ,NJLT94
 600 P,2488.1426 ,Fe I ,NJLT94
  50  ,2489.4833 ,Fe II,NLTH91
 100  ,2489.7524 ,Fe I ,NJLT94
 500 P,2490.6443 ,Fe I ,NJLT94
  40  ,2490.8584 ,Fe II,NLTH91
 200  ,2491.1550 ,Fe I ,NJLT94
  60  ,2491.3965 ,Fe II,NLTH91
  60  ,2493.1846 ,Fe II,NLTH91
 300 P,2493.2637 ,Fe II,NLTH91
  60  ,2496.5337 ,Fe I ,NJLT94
 100  ,2501.1318 ,Fe I ,NJLT94
  40  ,2502.3930 ,Fe II,NLTH91
  40  ,2503.8745 ,Fe II,NLTH91
  50  ,2506.0935 ,Fe II,NLTH91
  50  ,2507.9004 ,Fe I ,NJLT94
 100  ,2510.8350 ,Fe I ,NJLT94
  70  ,2511.7603 ,Fe II,NLTH91
  40  ,2512.3650 ,Fe I ,NJLT94
  30  ,2517.6611 ,Fe I ,NJLT94
  80  ,2518.1018 ,Fe I ,NJLT94
  40  ,2519.0472 ,Fe II,NLTH91
 400 P,2522.8494 ,Fe I ,NJLT94
  50  ,2524.2925 ,Fe I ,NJLT94
 120  ,2525.3879 ,Fe II,NLTH91
 200  ,2526.2939 ,Fe II,NLTH91
 200  ,2527.4351 ,Fe I ,NJLT94
  80  ,2529.1350 ,Fe I ,NJLT94
  70  ,2533.6274 ,Fe II,NLTH91
  60  ,2534.4186 ,Fe II,NLTH91
  70  ,2535.4856 ,Fe II,NLTH91
  40  ,2535.6069 ,Fe I ,NJLT94
  40  ,2536.6726 ,Fe II,NLTH91
 120  ,2536.80   ,Fe II,C74
  60  ,2538.7987 ,Fe II,NLTH91
  60  ,2538.9094 ,Fe II,NLTH91
  90  ,2538.99   ,Fe II,C74
 120  ,2540.66   ,Fe II,C74
  60  ,2540.9722 ,Fe I ,NJLT94
  50  ,2541.1010 ,Fe II,NLTH91
  40  ,2541.8358 ,Fe II,NLTH91
  30  ,2542.1013 ,Fe I ,NJLT94
  40  ,2543.3781 ,Fe II,NLTH91
  80  ,2545.9785 ,Fe I ,NJLT94
  50  ,2546.6701 ,Fe II,NLTH91
  60  ,2548.7442 ,Fe II,NLTH91
  50  ,2549.0833 ,Fe II,NLTH91
  50  ,2549.3947 ,Fe II,NLTH91
  40  ,2549.4616 ,Fe II,NLTH91
  60  ,2549.6133 ,Fe I ,NJLT94
  40  ,2550.0274 ,Fe II,NLTH91
  30  ,2550.6832 ,Fe II,NLTH91
 250  ,2562.5356 ,Fe II,NLTH91
 120  ,2563.4755 ,Fe II,NLTH91
  40  ,2566.9126 ,Fe II,NLTH91
  90  ,2574.3662 ,Fe II,NLTH91
  30  ,2576.6902 ,Fe I ,NJLT94
  40  ,2577.9219 ,Fe II,NLTH91
  60  ,2582.5832 ,Fe II,NLTH91
 150  ,2584.5359 ,Fe I ,NJLT94
 300 P,2585.8758 ,Fe II,NLTH91
  60  ,2591.5428 ,Fe II,NLTH91
 400 P,2598.3692 ,Fe II,NLTH91
 700 P,2599.3956 ,Fe II,NLTH91
  30  ,2599.5669 ,Fe I ,NJLT94
 200  ,2606.5162 ,Fe II,NLTH91
  80  ,2606.8264 ,Fe I ,NJLT94
 300 P,2607.0871 ,Fe II,NLTH91
 400 P,2611.8736 ,Fe II,NLTH91
 200  ,2613.8243 ,Fe II,NLTH91
 200  ,2617.6174 ,Fe II,NLTH91
  60  ,2620.41   ,Fe II,D38
  40  ,2623.5339 ,Fe I ,NJLT94
 120  ,2625.6671 ,Fe II,NLTH91
  90  ,2628.2931 ,Fe II,NLTH91
 150  ,2631.0471 ,Fe II,NLTH91
 150  ,2631.3232 ,Fe II,NLTH91
  30  ,2635.8088 ,Fe I ,NJLT94
  40  ,2664.6638 ,Fe II,NLTH91
  30  ,2666.8125 ,Fe I ,NJLT94
  60  ,2679.0242 ,Fe I ,NJLT94
 300  ,2684.7536 ,Fe II,NLTH91
  40  ,2689.2122 ,Fe I ,NJLT94
  40  ,2692.6019 ,Fe II,NLTH91
  40  ,2703.9891 ,Fe II,NLTH91
  40  ,2706.5820 ,Fe I ,NJLT94
  50  ,2714.4129 ,Fe II,NLTH91
 400 P,2719.0273 ,Fe I ,NJLT94
 150  ,2720.9023 ,Fe I ,NJLT94
  40  ,2723.5774 ,Fe I ,NJLT94
  50  ,2727.5392 ,Fe II,NLTH91
  50  ,2728.90   ,Fe II,C74
 100  ,2733.5806 ,Fe I ,NJLT94
  50  ,2735.4753 ,Fe I ,NJLT94
  50  ,2737.3091 ,Fe I ,NJLT94
 400 P,2739.5474 ,Fe II,NLTH91
  80  ,2742.4053 ,Fe I ,NJLT94
 120  ,2743.1969 ,Fe II,NLTH91
 200  ,2746.4838 ,Fe II,NLTH91
 400 P,2749.3216 ,Fe II,NLTH91
  60  ,2749.4860 ,Fe II,NLTH91
 120  ,2750.1406 ,Fe I ,NJLT94
  50  ,2753.2877 ,Fe II,NLTH91
 500 P,2755.7365 ,Fe II,NLTH91
 100  ,2761.81   ,Fe II,C74
  30  ,2772.0740 ,Fe I ,NJLT94
  60  ,2778.2202 ,Fe I ,NJLT94
 300 P,2788.1047 ,Fe I ,NJLT94
  40  ,2804.5203 ,Fe I ,NJLT94
 150  ,2806.9841 ,Fe I ,NJLT94
 250  ,2813.2864 ,Fe I ,NJLT94
  30  ,2823.2756 ,Fe I ,NJLT94
  60  ,2825.5557 ,Fe I ,NJLT94
 150  ,2832.4355 ,Fe I ,NJLT94
  20  ,2838.1194 ,Fe I ,NJLT94
 100  ,2843.9763 ,Fe I ,NJLT94
  80  ,2851.7969 ,Fe I ,NJLT94
 120  ,2936.9033 ,Fe I ,NJLT94
 100  ,2947.8760 ,Fe I ,NJLT94
  60  ,2953.9399 ,Fe I ,NJLT94
 150  ,2966.8982 ,Fe I ,NJLT94
  80  ,2970.0994 ,Fe I ,NJLT94
 120  ,2973.1323 ,Fe I ,NJLT94
  50  ,2973.2354 ,Fe I ,NJLT94
  60  ,2981.4451 ,Fe I ,NJLT94
 100  ,2983.5696 ,Fe I ,NJLT94
 100  ,2994.4268 ,Fe I ,NJLT94
  50  ,2999.5117 ,Fe I ,NJLT94
  80  ,3000.9478 ,Fe I ,NJLT94
  50  ,3008.1382 ,Fe I ,NJLT94
  40  ,3020.01   ,Fe II,C74
  50  ,3020.4907 ,Fe I ,NJLT94
 150  ,3020.6389 ,Fe I ,NJLT94
  60  ,3021.0728 ,Fe I ,NJLT94
  50  ,3024.0327 ,Fe I ,NJLT94
  50  ,3025.8423 ,Fe I ,NJLT94
  80  ,3037.3887 ,Fe I ,NJLT94
  80  ,3047.6045 ,Fe I ,NJLT94
  60  ,3057.4458 ,Fe I ,NJLT94
 100  ,3059.0857 ,Fe I ,NJLT94
  50  ,3193.2258 ,Fe I ,NJLT94
  80  ,3193.2998 ,Fe I ,NJLT94
  30  ,3222.0591 ,Fe I ,NJLT94
  60  ,3225.7871 ,Fe I ,NJLT94
  30  ,3236.2224 ,Fe I ,NJLT94
  40  ,3355.2278 ,Fe I ,NJLT94
  50  ,3407.4597 ,Fe I ,NJLT94
  50  ,3427.1194 ,Fe I ,NJLT94
 400 P,3440.6060 ,Fe I ,NJLT94
 250  ,3440.9888 ,Fe I ,NJLT94
 100  ,3443.8765 ,Fe I ,NJLT94
 120  ,3465.8606 ,Fe I ,NJLT94
 200  ,3475.4502 ,Fe I ,NJLT94
  50  ,3476.7019 ,Fe I ,NJLT94
 250  ,3490.5740 ,Fe I ,NJLT94
  50  ,3497.8406 ,Fe I ,NJLT94
  30  ,3521.2612 ,Fe I ,NJLT94
  40  ,3526.0408 ,Fe I ,NJLT94
  30  ,3541.0833 ,Fe I ,NJLT94
  40  ,3554.9246 ,Fe I ,NJLT94
  40  ,3558.5151 ,Fe I ,NJLT94
 100  ,3565.3789 ,Fe I ,NJLT94
 120  ,3570.0977 ,Fe I ,NJLT94
  80  ,3570.2542 ,Fe I ,NJLT94
 600 P,3581.1931 ,Fe I ,NJLT94
  30  ,3585.3188 ,Fe I ,NJLT94
  40  ,3586.9849 ,Fe I ,NJLT94
  50  ,3606.6794 ,Fe I ,NJLT94
 150  ,3608.8594 ,Fe I ,NJLT94
 150  ,3618.7678 ,Fe I ,NJLT94
 120  ,3631.4631 ,Fe I ,NJLT94
 150  ,3647.8428 ,Fe I ,NJLT94
 150  ,3679.9133 ,Fe I ,NJLT94
  50  ,3687.4568 ,Fe I ,NJLT94
 120  ,3705.5659 ,Fe I ,NJLT94
  30  ,3707.9199 ,Fe I ,NJLT94
  60  ,3709.2463 ,Fe I ,NJLT94
 600 P,3719.9348 ,Fe I ,NJLT94
 150  ,3722.5630 ,Fe I ,NJLT94
  50  ,3727.6189 ,Fe I ,NJLT94
 120  ,3733.3176 ,Fe I ,NJLT94
 700 P,3734.8638 ,Fe I ,NJLT94
 600 P,3737.1316 ,Fe I ,NJLT94
  40  ,3743.3621 ,Fe I ,NJLT94
 600 P,3745.5613 ,Fe I ,NJLT94
 120  ,3745.8994 ,Fe I ,NJLT94
 300 P,3748.2622 ,Fe I ,NJLT94
 400 P,3749.4854 ,Fe I ,NJLT94
 300 P,3758.2329 ,Fe I ,NJLT94
  40  ,3760.0498 ,Fe I ,NJLT94
 150  ,3763.7891 ,Fe I ,NJLT94
  40  ,3765.5388 ,Fe I ,NJLT94
  60  ,3767.1919 ,Fe I ,NJLT94
  40  ,3795.0022 ,Fe I ,NJLT94
  40  ,3799.5476 ,Fe I ,NJLT94
  60  ,3812.9646 ,Fe I ,NJLT94
 150  ,3815.8403 ,Fe I ,NJLT94
 500 P,3820.4253 ,Fe I ,NJLT94
 250  ,3824.4436 ,Fe I ,NJLT94
 150  ,3825.8811 ,Fe I ,NJLT94
 120  ,3827.8225 ,Fe I ,NJLT94
 100  ,3834.2224 ,Fe I ,NJLT94
  50  ,3840.4375 ,Fe I ,NJLT94
  80  ,3841.0481 ,Fe I ,NJLT94
 250  ,3856.3716 ,Fe I ,NJLT94
 500 P,3859.9114 ,Fe I ,NJLT94
 150  ,3878.5732 ,Fe I ,NJLT94
 300 P,3886.2822 ,Fe I ,NJLT94
  30  ,3888.5134 ,Fe I ,NJLT94
  80  ,3895.6565 ,Fe I ,NJLT94
 120  ,3899.7075 ,Fe I ,NJLT94
  40  ,3902.9458 ,Fe I ,NJLT94
  60  ,3920.2581 ,Fe I ,NJLT94
 120  ,3922.9119 ,Fe I ,NJLT94
 120  ,3927.9199 ,Fe I ,NJLT94
 200  ,3930.2966 ,Fe I ,NJLT94
  40  ,4005.2419 ,Fe I ,NJLT94
 300 P,4045.8125 ,Fe I ,NJLT94
 150  ,4063.5942 ,Fe I ,NJLT94
 120  ,4071.7380 ,Fe I ,NJLT94
  40  ,4132.0581 ,Fe I ,NJLT94
  80  ,4143.8682 ,Fe I ,NJLT94
  30  ,4202.0293 ,Fe I ,NJLT94
  40  ,4216.1836 ,Fe I ,NJLT94
  30  ,4250.7871 ,Fe I ,NJLT94
  80  ,4260.4746 ,Fe I ,NJLT94
 120  ,4271.7607 ,Fe I ,NJLT94
 120  ,4282.4028 ,Fe I ,NJLT94
 120  ,4307.9023 ,Fe I ,NJLT94
 150  ,4325.7622 ,Fe I ,NJLT94
  80  ,4375.9302 ,Fe I ,NJLT94
 200 P,4383.5449 ,Fe I ,NJLT94
 120  ,4404.7505 ,Fe I ,NJLT94
  30  ,4415.1226 ,Fe I ,NJLT94
  60  ,4427.2979 ,Fe I ,NJLT94
  40  ,4461.6528 ,Fe I ,NJLT94
  50  ,4920.5029 ,Fe I ,NJLT94
 150  ,4957.5967 ,Fe I ,NJLT94
 250  ,5167.4883 ,Fe I ,NJLT94
  50  ,5171.5962 ,Fe I ,NJLT94
 100  ,5227.1509 ,Fe I ,NJLT94
 120  ,5269.5376 ,Fe I ,NJLT94
  80  ,5270.3564 ,Fe I ,NJLT94
  80  ,5328.0386 ,Fe I ,NJLT94
  30  ,5328.5317 ,Fe I ,NJLT94
  50  ,5341.0239 ,Fe I ,NJLT94
  40  ,5371.4897 ,Fe I ,NJLT94
  30  ,5397.1279 ,Fe I ,NJLT94
  50  ,6247.56   ,Fe II,RMW44
 120  ,6456.38   ,Fe II,RMW44
  25  ,11607.5752,Fe I ,NJLT94
  25  ,11689.9756,Fe I ,NJLT94
  60  ,11882.8467,Fe I ,NJLT94
 100  ,11973.0498,Fe I ,NJLT94
